Phoneme,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
R̪,0,-,-,-,-,+,+,+,0,+,0,0,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
t̠ʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ɪe̞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,-,-,-,+,-,-,-,0,-,-,0
ɭ͓,0,-,-,-,-,+,+,+,+,+,-,-,-,+,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
æʉ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-","+,-",-,+,-,-,+,-,-,-,0,-,-,0
øy,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,+,-,+,-,-,+,-,-,-,0,-,-,0
ɒ̝,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,0,-,+,0,-,-,+,-,-,-,0,-,-,0
ɔy,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","-,+",-,-,+,-,-,-,0,-,-,0
d̪̰|d̰,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
ɪ̆,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,-,-,0
ɯ̞̆,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,0,-,-,+,-,-,-,0,-,-,0
ʊ̆,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,-,-,-,+,-,-,-,0,-,-,0
n̪ʷ|nʷ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,-,+,+,0,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ʰs̪|ʰs,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,0,+,-,0,0,0,0,0,0,0,-,-,"+,-",-,-,-,-,-
ʰʃ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,"+,-",-,-,-,-,-
d̠̰,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
ɨə,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,-,-,"+,-",-,-,+,-,-,-,0,-,-,0
ɯa,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+",-,"+,-",+,-,-,+,-,-,-,0,-,-,0
ɖr̠͓,0,-,-,-,-,+,"-,+","-,+","-,+","-,+",-,"-,+",-,-,-,0,0,+,-,"-,+",-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ʈɹ̠̥,0,-,-,-,-,"+,-","-,+","-,+",-,"-,+",-,-,-,-,-,0,0,+,-,"-,+",-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
l̠̤,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
n̠̤,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
ŋ̤,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,-
ʒ̤,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
a̤i̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,+,-,0,-,-,0
a̤ṳ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,+,-,0,-,-,0
a̤ɯ̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-",-,"-,+",+,-,-,+,-,+,-,0,-,-,0
io̞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"+,-",-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
i̤a̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,+,-,-,+,-,+,-,0,-,-,0
i̤ṳ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,+,-,"+,-","-,+",+,-,-,+,-,+,-,0,-,-,0
i̤ɛ̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,"+,-",-,-,+,-,+,-,0,-,-,0
o̤i̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,+,-,0,-,-,0
ṳa̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-","-,+",-,"+,-",+,-,-,+,-,+,-,0,-,-,0
ṳi̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,"-,+","+,-",+,-,-,+,-,+,-,0,-,-,0
ɔ̤i̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","-,+",-,-,+,-,+,-,0,-,-,0
ɤi,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
ɤ̤i̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,+,-,0,-,-,0
ɯ̤i̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"-,+","+,-",+,-,-,+,-,+,-,0,-,-,0
fʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
vʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
e̞a,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"-,+","+,-",-,0,-,-,+,-,-,-,0,-,-,0
ɾ̪,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
n̪ʲ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
r̪ʲ,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
qʷˤʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,+,-,-,-,+,-,-,-,-,-
qʷˤʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,+,-,+,-,-
qˤʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,+,-,-,-,-,-
qˤʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,+,-,+,-,-
ɢʷˤ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,+,-,+,-,-,-,-,-,-,-
ɢˤ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,+,-,-,-,-,-,-,-
kǀ͓ˀ,0,-,-,-,-,+,-,-,"-,+",-,-,-,-,-,-,0,0,"-,+",+,+,-,"+,-",+,-,-,-,0,0,0,-,-,-,"-,+",-,-,-,"-,+"
kǁ͓ˀ,0,-,-,-,-,+,-,-,"-,+",-,-,-,-,"-,+",-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,-,-,-,"-,+",-,-,-,"-,+"
kǃ̠ˀ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",-,+,-,"+,-",+,-,-,-,0,0,0,-,-,-,"-,+",-,-,-,"-,+"
ɡǁ͓,0,-,-,-,-,+,-,-,"-,+",-,-,-,-,"-,+",-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,"+,-",-,-,-,-,-,-,"-,+"
ɡǃ̠,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",-,+,-,"+,-",+,-,-,-,0,0,0,"+,-",-,-,-,-,-,-,"-,+"
yø̞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
r̪̥|r̥,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
r̪̰|r̰,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
z̪ʲ|zʲ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,0,+,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
d̪ˤ|dˤ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
l̪ˤ|lˤ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,0,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
r̪ˤ|rˤ,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
s̪ˤ|sˤ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,0,+,-,0,0,0,0,0,+,-,-,-,-,-,-,-,-,-
t̪ˤ|tˤ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,0,-,-,0,0,0,0,0,+,-,-,-,-,-,-,-,-,-
z̪ˤ|zˤ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,0,+,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
kʷˀ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,+,-,-,-,-
qʷˀ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,-,-,-
qˀ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,-,-,-
t̪ɬ̪ˀ|tɬˀ,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,+,+,0,-,-,0,0,0,0,0,0,0,-,-,-,"-,+",-,-,-,-
ɰ̰,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,0,0,+,-,-,+,-,-,-,-
ʁ̞ʷ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
ʁ̞̰ʷ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,+,-,-,-,-
ɨ̞̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,0,-,-,0
d̪z̪ʲ|dzʲ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,0,+,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
r̪ʲ|rʲ,0,-,-,-,-,+,+,+,0,+,-,+,-,-,-,0,0,+,+,0,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
β̞ʲ,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,-,-,-,0,0,0,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ʈˀ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
ɖ̰,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
ʉ̞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,0,-,-,0
ɑ̝,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,0,-,+,0,-,-,+,-,-,-,0,-,-,0
